GeneSetId,GeneCount,Chromosome,RangeStart,RangeEnd,TotalFragments,Duplicates,SupportingTrans,Unspliced,AltSJ,Chimeric,LowMapQual,ForwardStrand,ReverseStrand,Genes
chr6_697,1,chr6,52264014,52284881,0,0,0,0,0,0,0,0,0,MCM3
chr2_1339,1,chr2,170766878,170798977,0,0,0,0,0,0,0,0,0,ERICH2
chr16_6,1,chr16,58059,76355,0,0,0,0,0,0,0,0,0,RHBDF1
chr9_280,1,chr9,37582646,37592604,0,0,0,0,0,0,0,0,0,TOMM5
chr6_698,4,chr6,52361421,52643058,0,0,0,0,0,0,0,0,0,PAQR8;EFHC1;TRAM2;TRAM2-AS1
chr2_1340,1,chr2,170813213,170861151,0,0,0,0,0,0,0,0,0,GAD1
chr16_7,2,chr16,77007,138677,0,0,0,0,0,0,0,0,0,MPG;NPRL3
chr9_281,1,chr9,37636688,37637293,0,0,0,0,0,0,0,0,0,RAB1C
chr6_699,1,chr6,52671113,52686588,0,0,0,0,0,0,0,0,0,TMEM14A
chr2_1341,1,chr2,170928464,170967130,0,0,0,0,0,0,0,0,0,GORASP2
chr16_8,3,chr16,142728,166764,0,0,0,0,0,0,0,0,0,HBZ;HBM;HBZP1
chr9_282,2,chr9,37650954,37746904,0,0,0,0,0,0,0,0,0,FRMPD1;RN7SKP171
chr6_700,2,chr6,52687930,52703825,0,0,0,0,0,0,0,0,0,GSTA8P;SREK1IP1P2
chr16_9,1,chr16,168679,169334,0,0,0,0,0,0,0,0,0,HBAP1
chr2_1342,1,chr2,170990823,171231314,0,0,0,0,0,0,0,0,0,TLK1
chr9_283,3,chr9,37753803,37867666,0,0,0,0,0,0,0,0,0,TRMT10B;EXOSC3;DCAF10
chr16_10,1,chr16,172876,173710,0,0,0,0,0,0,0,0,0,HBA2
chr2_1343,3,chr2,171315746,171485052,0,0,0,0,0,0,0,0,0,METTL8;RPS26P20;DCAF17
chr6_701,1,chr6,52739590,52744656,0,0,0,0,0,0,0,0,0,GSTA7P
chr9_284,3,chr9,37878116,37904353,0,0,0,0,0,0,0,0,0,PAICSP1;SLC25A51;TMX2P1
chr16_11,1,chr16,176680,177522,0,0,0,0,0,0,0,0,0,HBA1
chr2_1344,1,chr2,171491422,171491931,0,0,0,0,0,0,0,0,0,DAP3P2
chr6_702,1,chr6,52750087,52763475,0,0,0,0,0,0,0,0,0,GSTA2
chr9_285,2,chr9,37915898,38069227,0,0,0,0,0,0,0,0,0,SHB;RNU7-124P
chr2_1345,1,chr2,171517270,171517716,0,0,0,0,0,0,0,0,0,RPS15P4
chr16_12,1,chr16,180459,181179,0,0,0,0,0,0,0,0,0,HBQ1
chr6_703,1,chr6,52765280,52778347,0,0,0,0,0,0,0,0,0,GSTA12P
chr9_286,1,chr9,38392702,38398661,0,0,0,0,0,0,0,0,0,ALDH1B1
chr2_1346,1,chr2,171522247,171558129,0,0,0,0,0,0,0,0,0,CYBRD1
chr16_13,1,chr16,188969,229463,0,0,0,0,0,0,0,0,0,LUC7L
chr6_704,1,chr6,52791371,52803860,0,0,0,0,0,0,0,0,0,GSTA1
chr9_287,1,chr9,38406528,38424454,0,0,0,0,0,0,0,0,0,IGFBPL1
chr2_1347,1,chr2,171587093,171587259,0,0,0,0,0,0,0,0,0,RPL21P38
chr16_14,2,chr16,234521,275980,0,0,0,0,0,0,0,0,0,FAM234A;RGS11
chr6_705,1,chr6,52805613,52813460,0,0,0,0,0,0,0,0,0,GSTA6P
chr9_288,1,chr9,38452782,38454070,0,0,0,0,0,0,0,0,0,ARMC8P1
chr2_1348,1,chr2,171687409,171750158,0,0,0,0,0,0,0,0,0,DYNC1I2
chr16_15,1,chr16,280450,283010,0,0,0,0,0,0,0,0,0,ARHGDIG
chr6_706,1,chr6,52831655,52840843,0,0,0,0,0,0,0,0,0,GSTA5
chr9_289,1,chr9,38478471,38479350,0,0,0,0,0,0,0,0,0,TCEA1P3
chr2_1349,3,chr2,171783405,171999859,0,0,0,0,0,0,0,0,0,SLC25A12;RNU6-182P;HAT1
chr16_16,1,chr16,283164,287215,0,0,0,0,0,0,0,0,0,PDIA2
chr6_707,1,chr6,52847910,52870329,0,0,0,0,0,0,0,0,0,GSTA11P
chr2_1350,1,chr2,171999943,172082430,0,0,0,0,0,0,0,0,0,METAP1D
chr9_290,1,chr9,38486859,38488338,0,0,0,0,0,0,0,0,0,GAS2L1P1
chr16_17,1,chr16,287440,352723,0,0,0,0,0,0,0,0,0,AXIN1
chr6_708,1,chr6,52873014,52885254,0,0,0,0,0,0,0,0,0,GSTA10P
chr2_1351,1,chr2,172084740,172089677,0,0,0,0,0,0,0,0,0,DLX1
chr9_291,1,chr9,38504447,38505482,0,0,0,0,0,0,0,0,0,VN1R48P
chr16_18,2,chr16,366969,387113,0,0,0,0,0,0,0,0,0,MRPL28;PGAP6
chr6_709,1,chr6,52896639,52909698,0,0,0,0,0,0,0,0,0,GSTA3
chr2_1352,1,chr2,172099438,172102900,0,0,0,0,0,0,0,0,0,DLX2
chr16_19,2,chr16,396725,412487,0,0,0,0,0,0,0,0,0,NME4;DECR2
chr9_292,1,chr9,38527097,38527912,0,0,0,0,0,0,0,0,0,FAM220BP
chr6_710,1,chr6,52939906,52957521,0,0,0,0,0,0,0,0,0,GSTA9P
chr2_1353,1,chr2,172103006,172109982,0,0,0,0,0,0,0,0,0,DLX2-DT
chr16_20,1,chr16,425649,523011,0,0,0,0,0,0,0,0,0,RAB11FIP3
chr9_293,3,chr9,38540567,38624990,0,0,0,0,0,0,0,0,0,ANKRD18A;SNX18P3;FAM201A
chr6_711,1,chr6,52977948,52995304,0,0,0,0,0,0,0,0,0,GSTA4
chr2_1354,2,chr2,172427354,172506459,0,0,0,0,0,0,0,0,0,ITGA6;ITGA6-AS1
chr16_21,1,chr16,525155,527407,0,0,0,0,0,0,0,0,0,LINC00235
chr9_294,1,chr9,38643042,38643768,0,0,0,0,0,0,0,0,0,YWHABP1
chr6_712,1,chr6,52995621,52995948,0,0,0,0,0,0,0,0,0,RN7SK
chr2_1355,1,chr2,172555373,172608669,0,0,0,0,0,0,0,0,0,PDK1
chr16_22,3,chr16,527712,554636,0,0,0,0,0,0,0,0,0,CAPN15;MIR5587;MIR3176
chr9_295,1,chr9,38680006,38680104,0,0,0,0,0,0,0,0,0,RNU6-765P
chr6_713,3,chr6,53001279,53100873,0,0,0,0,0,0,0,0,0,CILK1;FBXO9;RN7SL244P
chr2_1356,3,chr2,172677141,173052893,0,0,0,0,0,0,0,0,0,RAPGEF4-AS1;RAPGEF4;ALDH7A1P2
chr16_23,1,chr16,560394,565529,0,0,0,0,0,0,0,0,0,PRR35
chr9_296,1,chr9,38694266,38720133,0,0,0,0,0,0,0,0,0,FAM240B
chr2_1357,2,chr2,173075435,173282036,0,0,0,0,0,0,0,0,0,MAP3K20;MAP3K20-AS1
chr6_714,1,chr6,53126961,53148841,0,0,0,0,0,0,0,0,0,GCM1
chr16_24,2,chr16,566995,584109,0,0,0,0,0,0,0,0,0,PIGQ;NHLRC4
chr9_297,1,chr9,39016969,39039594,0,0,0,0,0,0,0,0,0,VN2R3P
chr2_1358,1,chr2,173297629,173298512,0,0,0,0,0,0,0,0,0,RPS2P18
chr6_715,1,chr6,53153795,53153898,0,0,0,0,0,0,0,0,0,RNU6-464P
chr16_25,2,chr16,589357,634117,0,0,0,0,0,0,0,0,0,RAB40C;WFIKKN1
chr9_298,3,chr9,39064710,39288315,0,0,0,0,0,0,0,0,0,CNTNAP3;RBM17P1;RN7SL640P
chr2_1359,1,chr2,173354820,173368997,0,0,0,0,0,0,0,0,0,CDCA7
chr16_26,1,chr16,634427,636366,0,0,0,0,0,0,0,0,0,METTL26
chr6_716,1,chr6,53196720,53197159,0,0,0,0,0,0,0,0,0,SOD1P1
chr9_299,1,chr9,39355669,39361962,0,0,0,0,0,0,0,0,0,SPATA31A1
chr2_1360,1,chr2,173431349,173431812,0,0,0,0,0,0,0,0,0,JPT1P1
chr16_27,1,chr16,636817,648474,0,0,0,0,0,0,0,0,0,MCRIP2
chr6_717,1,chr6,53219261,53219424,0,0,0,0,0,0,0,0,0,RNU1-136P
chr9_300,1,chr9,39371065,39376916,0,0,0,0,0,0,0,0,0,FAM74A1
chr2_1361,1,chr2,173477996,173478400,0,0,0,0,0,0,0,0,0,CBY1P1
chr16_28,1,chr16,649311,667833,0,0,0,0,0,0,0,0,0,WDR90
chr6_718,1,chr6,53235621,53236297,0,0,0,0,0,0,0,0,0,HMGB1P20
chr9_301,2,chr9,39444304,39508885,0,0,0,0,0,0,0,0,0,ZNF658B;SKP1P3
chr2_1362,1,chr2,173485865,173486362,0,0,0,0,0,0,0,0,0,PPIAP66
chr16_29,1,chr16,668100,674174,0,0,0,0,0,0,0,0,0,RHOT2
chr6_719,3,chr6,53267398,53349179,0,0,0,0,0,0,0,0,0,ELOVL5;MIR5685;RPS16P5
chr9_302,1,chr9,39631046,39632416,0,0,0,0,0,0,0,0,0,FKBP4P2
chr2_1363,1,chr2,173871653,173872465,0,0,0,0,0,0,0,0,0,RPL5P7
chr16_30,1,chr16,675671,678268,0,0,0,0,0,0,0,0,0,RHBDL1
chr6_720,1,chr6,53354715,53355065,0,0,0,0,0,0,0,0,0,RPL31P28
chr9_303,1,chr9,39651901,39652377,0,0,0,0,0,0,0,0,0,SDR42E1P1
chr2_1364,1,chr2,173880850,173965373,0,0,0,0,0,0,0,0,0,SP3
chr16_31,1,chr16,678504,679777,0,0,0,0,0,0,0,0,0,STUB1-DT
chr6_721,1,chr6,53368670,53369009,0,0,0,0,0,0,0,0,0,RPL31P33
chr9_304,1,chr9,39654241,39655531,0,0,0,0,0,0,0,0,0,ATP5F1AP8
chr2_1365,1,chr2,174025280,174027163,0,0,0,0,0,0,0,0,0,LINC01960
chr16_32,2,chr16,680224,684528,0,0,0,0,0,0,0,0,0,STUB1;JMJD8
chr6_722,1,chr6,53378503,53378861,0,0,0,0,0,0,0,0,0,RPA3P2
chr9_305,3,chr9,39709535,39810128,0,0,0,0,0,0,0,0,0,GLIDR;RAB28P1;RBPJP5
chr2_1366,1,chr2,174043008,174043880,0,0,0,0,0,0,0,0,0,RPSAP24
chr16_33,1,chr16,684622,690444,0,0,0,0,0,0,0,0,0,WDR24
chr6_723,1,chr6,53415294,53415607,0,0,0,0,0,0,0,0,0,RN7SKP256
chr9_306,1,chr9,39817530,39818923,0,0,0,0,0,0,0,0,0,FGF7P3
chr2_1367,2,chr2,174072447,174248599,0,0,0,0,0,0,0,0,0,OLA1;RN7SL65P
chr16_34,1,chr16,692498,705801,0,0,0,0,0,0,0,0,0,FBXL16
chr6_724,1,chr6,53418452,53418737,0,0,0,0,0,0,0,0,0,NANOGP3
chr9_307,1,chr9,39886861,39887144,0,0,0,0,0,0,0,0,0,RN7SL763P
chr2_1368,1,chr2,174299324,174300956,0,0,0,0,0,0,0,0,0,LRRC2P1
chr16_35,1,chr16,715118,719655,0,0,0,0,0,0,0,0,0,METRN
chr6_725,3,chr6,53497341,53707024,0,0,0,0,0,0,0,0,0,GCLC;LINC01564;KLHL31
chr9_308,1,chr9,39983821,39984401,0,0,0,0,0,0,0,0,0,RPL7AP49
chr2_1369,1,chr2,174310015,174310974,0,0,0,0,0,0,0,0,0,HNRNPA1P39
chr16_36,4,chr16,720581,741329,0,0,0,0,0,0,0,0,0,ANTKMT;CCDC78;HAGHL;CIAO3
chr6_726,1,chr6,53794497,53924125,0,0,0,0,0,0,0,0,0,LRRC1
chr9_309,1,chr9,40121962,40122540,0,0,0,0,0,0,0,0,0,CDRT15P14
chr2_1370,1,chr2,174326027,174330643,0,0,0,0,0,0,0,0,0,LINC01305
chr16_37,1,chr16,760734,768865,0,0,0,0,0,0,0,0,0,MSLN
chr9_310,1,chr9,40187792,40193921,0,0,0,0,0,0,0,0,0,MEP1AP1
chr2_1371,1,chr2,174334954,174338500,0,0,0,0,0,0,0,0,0,SP9
chr6_727,3,chr6,53929982,54266280,0,0,0,0,0,0,0,0,0,MLIP;MLIP-AS1;ERHP2
chr16_38,2,chr16,769428,782054,0,0,0,0,0,0,0,0,0,MSLNL;MIR662
chr9_311,2,chr9,40223397,40292345,0,0,0,0,0,0,0,0,0,ANKRD20A2P;RNU6-1269P
chr2_1372,1,chr2,174348022,174395712,0,0,0,0,0,0,0,0,0,CIR1
chr6_728,2,chr6,54307859,54390142,0,0,0,0,0,0,0,0,0,TINAG;TINAG-AS1
chr16_39,3,chr16,784974,800737,0,0,0,0,0,0,0,0,0,RPUSD1;CHTF18;GNG13
chr2_1373,1,chr2,174395730,174429575,0,0,0,0,0,0,0,0,0,SCRN3
chr9_312,1,chr9,40293082,40293955,0,0,0,0,0,0,0,0,0,SNX18P8
chr6_729,1,chr6,54485169,54485850,0,0,0,0,0,0,0,0,0,CLNS1AP1
chr16_40,4,chr16,853634,986979,0,0,0,0,0,0,0,0,0,LMF1;LMF1-AS1;CEROX1;SOX8
chr2_1374,1,chr2,174431571,174487094,0,0,0,0,0,0,0,0,0,GPR155
chr9_313,1,chr9,40321299,40329221,0,0,0,0,0,0,0,0,0,FAM95B1
chr6_730,1,chr6,54602487,54603150,0,0,0,0,0,0,0,0,0,RPL10P10
chr16_41,2,chr16,1063867,1081454,0,0,0,0,0,0,0,0,0,SSTR5;SSTR5-AS1
chr2_1375,1,chr2,174501952,174502312,0,0,0,0,0,0,0,0,0,RPA3P1
chr9_314,1,chr9,40346144,40347052,0,0,0,0,0,0,0,0,0,CNN2P2
chr6_731,1,chr6,54624605,54625488,0,0,0,0,0,0,0,0,0,RPSAP44
chr16_42,1,chr16,1088226,1096711,0,0,0,0,0,0,0,0,0,C1QTNF8
chr2_1376,1,chr2,174557966,174558072,0,0,0,0,0,0,0,0,0,RNU6-5P
chr9_315,1,chr9,40348599,40349791,0,0,0,0,0,0,0,0,0,GXYLT1P3
chr6_732,1,chr6,54770583,54771134,0,0,0,0,0,0,0,0,0,KRASP1
chr16_43,2,chr16,1153103,1225793,0,0,0,0,0,0,0,0,0,CACNA1H;TPSG1
chr2_1377,1,chr2,174559572,174682916,0,0,0,0,0,0,0,0,0,WIPF1
chr9_316,1,chr9,40481558,40497592,0,0,0,0,0,0,0,0,0,AQP7P5
chr6_733,1,chr6,54786387,54786492,0,0,0,0,0,0,0,0,0,RNU6-1023P
chr16_44,1,chr16,1227272,1232757,0,0,0,0,0,0,0,0,0,TPSB2
chr2_1378,1,chr2,174719908,174720318,0,0,0,0,0,0,0,0,0,H3P6
chr9_317,1,chr9,40505399,40566281,0,0,0,0,0,0,0,0,0,BMS1P14
chr6_734,1,chr6,54846771,54945099,0,0,0,0,0,0,0,0,0,FAM83B
chr16_45,1,chr16,1239266,1242554,0,0,0,0,0,0,0,0,0,TPSAB1
chr2_1379,1,chr2,174747592,174787935,0,0,0,0,0,0,0,0,0,CHRNA1
chr9_318,1,chr9,40641841,40642117,0,0,0,0,0,0,0,0,0,IGKV1OR9-2
chr6_735,1,chr6,55106460,55282617,0,0,0,0,0,0,0,0,0,HCRTR2
chr16_46,1,chr16,1256059,1259008,0,0,0,0,0,0,0,0,0,TPSD1
chr2_1380,1,chr2,174798809,175005381,0,0,0,0,0,0,0,0,0,CHN1
chr9_319,1,chr9,40759600,40759706,0,0,0,0,0,0,0,0,0,RNU6-156P
chr6_736,1,chr6,55327469,55402493,0,0,0,0,0,0,0,0,0,GFRAL
chr16_47,1,chr16,1261313,1263212,0,0,0,0,0,0,0,0,0,PRSS29P
chr2_1381,1,chr2,175022214,175022319,0,0,0,0,0,0,0,0,0,RNU6-763P
chr9_320,1,chr9,40929010,40929092,0,0,0,0,0,0,0,0,0,MIR1299
chr6_737,1,chr6,55434373,55579197,0,0,0,0,0,0,0,0,0,HMGCLL1
chr16_48,1,chr16,1286254,1289072,0,0,0,0,0,0,0,0,0,TPSP2
chr2_1382,1,chr2,175029769,175029877,0,0,0,0,0,0,0,0,0,RNU6-1290P
chr9_321,4,chr9,40992426,41218410,0,0,0,0,0,0,0,0,0,FRG1HP;PGM5P2;FOXD4L6;CBWD6
chr6_738,1,chr6,55753653,55875590,0,0,0,0,0,0,0,0,0,BMP5
chr2_1383,1,chr2,175033778,175034192,0,0,0,0,0,0,0,0,0,RPL21P31
chr9_322,1,chr9,41233755,41233835,0,0,0,0,0,0,0,0,0,MIR4477A
chr16_49,1,chr16,1291444,1327018,0,0,0,0,0,0,0,0,0,UBE2I
chr6_739,1,chr6,55939790,55940624,0,0,0,0,0,0,0,0,0,NPM1P36
chr2_1384,2,chr2,175072250,175168382,0,0,0,0,0,0,0,0,0,ATF2;MIR933
chr9_323,1,chr9,41237440,41237557,0,0,0,0,0,0,0,0,0,RNA5SP530
chr16_50,1,chr16,1329078,1329777,0,0,0,0,0,0,0,0,0,RPS20P2
chr6_740,2,chr6,56056590,56394094,0,0,0,0,0,0,0,0,0,COL21A1;DHFRP6
chr2_1385,1,chr2,175176258,175181710,0,0,0,0,0,0,0,0,0,ATP5MC3
chr9_324,1,chr9,41280460,41280787,0,0,0,0,0,0,0,0,0,CDK2AP2P1
chr16_51,2,chr16,1333638,1351878,0,0,0,0,0,0,0,0,0,BAIAP3;TSR3
chr6_741,1,chr6,56431950,56433213,0,0,0,0,0,0,0,0,0,RCC2P7
chr2_1386,1,chr2,175184215,175184607,0,0,0,0,0,0,0,0,0,RPS15AP14
chr9_325,1,chr9,41292887,41294125,0,0,0,0,0,0,0,0,0,MYO5BP1
chr16_52,2,chr16,1351931,1414751,0,0,0,0,0,0,0,0,0,GNPTG;UNKL
chr6_742,4,chr6,56457987,56954830,0,0,0,0,0,0,0,0,0,DST;DST-AS1;RPL17P26;RNU6-626P
chr2_1387,1,chr2,175842887,175843302,0,0,0,0,0,0,0,0,0,EXTL2P1
chr9_326,1,chr9,41341000,41342041,0,0,0,0,0,0,0,0,0,CDRT15P6
chr16_53,1,chr16,1419752,1420756,0,0,0,0,0,0,0,0,0,C16orf91
chr6_743,3,chr6,56955107,57027346,0,0,0,0,0,0,0,0,0,BEND6;OSTCP6;FTH1P15
chr2_1388,1,chr2,175923882,176002839,0,0,0,0,0,0,0,0,0,LNPK
chr9_327,1,chr9,41578903,41579186,0,0,0,0,0,0,0,0,0,RN7SL565P
chr16_54,2,chr16,1431078,1444556,0,0,0,0,0,0,0,0,0,PERCC1;CCDC154
chr6_744,1,chr6,57029521,57029988,0,0,0,0,0,0,0,0,0,MRPL30P1
chr2_1389,1,chr2,176077472,176083962,0,0,0,0,0,0,0,0,0,EVX2
chr9_328,1,chr9,41657708,41699072,0,0,0,0,0,0,0,0,0,FAM242F
chr16_55,1,chr16,1444934,1475077,0,0,0,0,0,0,0,0,0,CLCN7
chr6_745,1,chr6,57046532,57055239,0,0,0,0,0,0,0,0,0,KIAA1586
chr2_1390,1,chr2,176092721,176095944,0,0,0,0,0,0,0,0,0,HOXD13
chr9_329,3,chr9,41890314,42129510,0,0,0,0,0,0,0,0,0,CNTNAP3B;RBM17P3;RN7SL343P
chr16_56,1,chr16,1477830,1478583,0,0,0,0,0,0,0,0,0,RPS3AP2
chr6_746,4,chr6,57086844,57222307,0,0,0,0,0,0,0,0,0,ZNF451;ZNF451-AS1;BAG2;RAB23
chr2_1391,1,chr2,176099795,176102489,0,0,0,0,0,0,0,0,0,HOXD12
chr9_330,1,chr9,42183659,42189887,0,0,0,0,0,0,0,0,0,SPATA31A6
chr16_57,1,chr16,1485886,1488981,0,0,0,0,0,0,0,0,0,PTX4
chr2_1392,2,chr2,176104216,176119937,0,0,0,0,0,0,0,0,0,HOXD11;HOXD10
chr6_747,2,chr6,57314805,57646850,0,0,0,0,0,0,0,0,0,PRIM2;MIR548U
chr9_331,1,chr9,42199000,42204988,0,0,0,0,0,0,0,0,0,FAM74A7
chr16_58,3,chr16,1493344,1612072,0,0,0,0,0,0,0,0,0,TELO2;IFT140;TMEM204
chr2_1393,10,chr2,176121611,176190907,0,0,0,0,0,0,0,0,0,HOXD-AS2;HOXD9;HOXD8;HOXD3;MIR10B;HOXD4;HAGLR;HAGLROS;HOXD1;MIR7704
chr6_748,1,chr6,57919784,57930291,0,0,0,0,0,0,0,0,0,GUSBP4
chr9_332,1,chr9,42384805,42386136,0,0,0,0,0,0,0,0,0,FKBP4P6
chr16_59,1,chr16,1612337,1677908,0,0,0,0,0,0,0,0,0,CRAMP1
chr2_1394,1,chr2,176242111,176242993,0,0,0,0,0,0,0,0,0,RPSAP25
chr6_749,1,chr6,57937458,57939015,0,0,0,0,0,0,0,0,0,POM121L14P
chr9_333,1,chr9,42408526,42409006,0,0,0,0,0,0,0,0,0,SDR42E1P2
chr16_60,1,chr16,1678256,1702280,0,0,0,0,0,0,0,0,0,JPT2
chr2_1395,1,chr2,176269395,176338025,0,0,0,0,0,0,0,0,0,MTX2
chr9_334,1,chr9,42410830,42412150,0,0,0,0,0,0,0,0,0,ATP5F1AP1
chr6_750,1,chr6,57946074,57961501,0,0,0,0,0,0,0,0,0,LINC00680
chr16_61,3,chr16,1706166,1771561,0,0,0,0,0,0,0,0,0,MAPK8IP3;MIR3177;NME3
chr2_1396,1,chr2,176338637,176339077,0,0,0,0,0,0,0,0,0,PPIAP67
chr9_335,1,chr9,42492663,42493570,0,0,0,0,0,0,0,0,0,RAB28P3
chr6_751,1,chr6,57967687,57968661,0,0,0,0,0,0,0,0,0,GAPDHP15
chr16_62,5,chr16,1771890,1794971,0,0,0,0,0,0,0,0,0,MRPS34;EME2;SPSB3;NUBP2;IGFALS
chr2_1397,5,chr2,176495255,176819725,0,0,0,0,0,0,0,0,0,LINC01117;MIR1246;LINC01116;RNU6ATAC14P;FUCA1P1
chr9_336,1,chr9,42497704,42499134,0,0,0,0,0,0,0,0,0,RBPJP6
chr6_752,1,chr6,58119741,58121029,0,0,0,0,0,0,0,0,0,RBBP4P4
chr16_63,3,chr16,1795620,1872178,0,0,0,0,0,0,0,0,0,HAGH;FAHD1;MEIOB
chr2_1398,1,chr2,176929985,176930090,0,0,0,0,0,0,0,0,0,RNU6-187P
chr9_337,1,chr9,42625436,42626813,0,0,0,0,0,0,0,0,0,FGF7P5
chr6_753,1,chr6,60719222,60720196,0,0,0,0,0,0,0,0,0,GAPDHP41
chr16_64,1,chr16,1878285,1884233,0,0,0,0,0,0,0,0,0,LINC00254
chr2_1399,1,chr2,177138699,177138797,0,0,0,0,0,0,0,0,0,RNA5SP112
chr9_338,1,chr9,42667506,42668887,0,0,0,0,0,0,0,0,0,FGF7P4
chr6_754,1,chr6,60873360,60874642,0,0,0,0,0,0,0,0,0,RBBP4P3
chr16_65,1,chr16,1889114,1890434,0,0,0,0,0,0,0,0,0,LINC02124
chr2_1400,1,chr2,177177695,177178255,0,0,0,0,0,0,0,0,0,STUB1P1
chr9_339,1,chr9,42795392,42800672,0,0,0,0,0,0,0,0,0,ADGRF5P2
chr6_755,2,chr6,61630233,62286225,0,0,0,0,0,0,0,0,0,KHDRBS2-OT1;KHDRBS2
chr16_66,1,chr16,1911475,1918415,0,0,0,0,0,0,0,0,0,HS3ST6
chr2_1401,1,chr2,177197985,177198547,0,0,0,0,0,0,0,0,0,KRT8P40
chr9_340,1,chr9,42817105,42823213,0,0,0,0,0,0,0,0,0,MEP1AP4
chr6_756,1,chr6,62460940,62461503,0,0,0,0,0,0,0,0,0,DHFRP5
chr16_67,1,chr16,1938229,1943199,0,0,0,0,0,0,0,0,0,MSRB1
chr9_341,2,chr9,42852675,42920095,0,0,0,0,0,0,0,0,0,ANKRD20A7P;RNU6-599P
chr16_68,1,chr16,1943974,1957606,0,0,0,0,0,0,0,0,0,RPL3L
chr6_757,1,chr6,63211446,63213024,0,0,0,0,0,0,0,0,0,FKBP1C
chr2_1402,9,chr2,177212694,177567024,0,0,0,0,0,0,0,0,0,HNRNPA3;MIR4444-1;NFE2L2;DNAJC19P5;MIR3128;MIR6512;H3P7;AGPS;TTC30B
chr9_342,1,chr9,42923277,42924144,0,0,0,0,0,0,0,0,0,SNX18P5
chr16_69,1,chr16,1959538,1961975,0,0,0,0,0,0,0,0,0,NDUFB10
chr6_758,1,chr6,63227485,63227743,0,0,0,0,0,0,0,0,0,SPTLC1P3
chr2_1403,1,chr2,177612999,177618742,0,0,0,0,0,0,0,0,0,TTC30A
chr9_343,1,chr9,42950566,42951630,0,0,0,0,0,0,0,0,0,CYP4F60P
chr16_70,3,chr16,1962058,1964841,0,0,0,0,0,0,0,0,0,RPS2;SNORA10;SNORA64
chr2_1404,6,chr2,177623244,178108339,0,0,0,0,0,0,0,0,0,PDE11A;PDE11A-AS1;API5P2;SDHDP5;RNU6-629P;CYCTP
chr6_759,1,chr6,63275951,63319983,0,0,0,0,0,0,0,0,0,LGSN
chr9_344,1,chr9,42972386,42973289,0,0,0,0,0,0,0,0,0,CNN2P4
chr16_71,2,chr16,1964895,1965509,0,0,0,0,0,0,0,0,0,SNHG9;SNORA78
chr2_1405,1,chr2,178112424,178139011,0,0,0,0,0,0,0,0,0,RBM45
chr6_760,1,chr6,63480134,63481876,0,0,0,0,0,0,0,0,0,EEF1B2P5
chr9_345,1,chr9,60914407,60920653,0,0,0,0,0,0,0,0,0,SPATA31A5
chr16_72,1,chr16,1966823,1968975,0,0,0,0,0,0,0,0,0,RNF151
chr2_1406,1,chr2,178142548,178142651,0,0,0,0,0,0,0,0,0,RNU5E-9P
chr6_761,2,chr6,63521746,63583588,0,0,0,0,0,0,0,0,0,PTP4A1;RPL7AP34
chr9_346,1,chr9,60929927,60930407,0,0,0,0,0,0,0,0,0,FAM74A6
chr16_73,2,chr16,1972053,1984192,0,0,0,0,0,0,0,0,0,TBL3;NOXO1
chr2_1407,1,chr2,178194481,178402893,0,0,0,0,0,0,0,0,0,OSBPL6
chr6_762,1,chr6,63615827,63616361,0,0,0,0,0,0,0,0,0,RPL9P18
chr9_347,1,chr9,61190036,61196280,0,0,0,0,0,0,0,0,0,SPATA31A7
chr16_74,1,chr16,1984193,1987749,0,0,0,0,0,0,0,0,0,GFER
chr6_763,5,chr6,63635802,65707226,0,0,0,0,0,0,0,0,0,PHF3;EYS;SCAT8;GCNT1P4;HNRNPDP2
chr2_1408,4,chr2,178413635,178462102,0,0,0,0,0,0,0,0,0,CHROMR;PRKRA;PJVK;NUDCP2
chr9_348,1,chr9,61205258,61212373,0,0,0,0,0,0,0,0,0,FAM74A4
chr16_75,1,chr16,1989660,1994275,0,0,0,0,0,0,0,0,0,SYNGR3
chr6_764,1,chr6,65788417,65789287,0,0,0,0,0,0,0,0,0,SLC25A51P1
chr2_1409,1,chr2,178463664,178478600,0,0,0,0,0,0,0,0,0,FKBP7
chr9_349,2,chr9,61330717,61453030,0,0,0,0,0,0,0,0,0,CNTNAP3C;RN7SL462P
chr16_76,1,chr16,1997654,2009821,0,0,0,0,0,0,0,0,0,ZNF598
chr2_1410,1,chr2,178480457,178516463,0,0,0,0,0,0,0,0,0,PLEKHA3
chr6_765,1,chr6,65836930,65838039,0,0,0,0,0,0,0,0,0,ADH5P4
chr9_350,1,chr9,61615835,61627683,0,0,0,0,0,0,0,0,0,FAM242D
chr16_77,2,chr16,2009926,2020755,0,0,0,0,0,0,0,0,0,NPW;RN7SL219P
chr6_766,1,chr6,66093431,66094909,0,0,0,0,0,0,0,0,0,NUFIP1P1
chr9_351,1,chr9,61789143,61789426,0,0,0,0,0,0,0,0,0,RN7SL722P
chr16_78,1,chr16,2025356,2039026,0,0,0,0,0,0,0,0,0,SLC9A3R2
chr2_1411,5,chr2,178521183,179050137,0,0,0,0,0,0,0,0,0,TTN-AS1;TTN;CCDC141;RNU7-104P;RPS6P2
chr6_767,1,chr6,66728843,66728904,0,0,0,0,0,0,0,0,0,RNU7-66P
chr9_352,2,chr9,61854148,62096920,0,0,0,0,0,0,0,0,0,FAM27C;FAM242E
